genres,id,original_language,release_date,title,vote_average
"[{""id"": 878, ""name"": ""Science Fiction""}]",246655,en,2016-05-18,X-Men: Apocalypse,6.4
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",9396,en,1988-05-19,Crocodile Dundee II,5.5
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",10135,en,1989-05-19,Road House,6.3
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",713,en,1993-05-19,The Piano,7.1
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1572,en,1995-05-19,Die Hard: With a Vengeance,6.9
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",1893,en,1999-05-19,Star Wars: Episode I - The Phantom Menace,6.3
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",10567,en,2000-05-19,Dinosaur,6.2
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",10569,en,2000-05-19,Small Time Crooks,6.4
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",9285,en,2000-05-19,Road Trip,5.9
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",809,en,2004-05-19,Shrek 2,6.7
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}]",9550,zh,2004-05-19,House of Flying Daggers,7.1
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",9291,en,2005-05-19,The Longest Yard,6.2
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",5072,en,2006-05-19,Severance,6.4
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",285,en,2007-05-19,Pirates of the Caribbean: At World's End,6.9
"[{""id"": 10402, ""name"": ""Music""}, {""id"": 99, ""name"": ""Documentary""}]",37003,en,2007-05-19,U2 3D,6.7
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",21283,en,2009-05-19,Steppin: The Movie,5
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}]",9543,en,2010-05-19,Prince of Persia: The Sands of Time,6.2
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 36, ""name"": ""History""}]",43434,en,2010-05-19,Carlos,6.7
"[{""id"": 27, ""name"": ""Horror""}]",115210,en,2012-05-19,Stitches,5.5
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",158852,en,2015-05-19,Tomorrowland,6.2
"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",1687,en,1971-05-20,Escape from the Planet of the Apes,6.3
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",577,en,1995-05-20,To Die For,6.7
"[{""id"": 18, ""name"": ""Drama""}]",309,da,1998-05-20,The Celebration,7.7
"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}]",16351,en,2002-05-20,Ararat,5.7
"[{""id"": 18, ""name"": ""Drama""}]",14757,ps,2003-05-20,Osama,6.3
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10749, ""name"": ""Romance""}]",844,zh,2004-05-20,2046,6.9
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",1378,en,2006-05-20,Shortbus,6.3
"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",534,en,2009-05-20,Terminator Salvation,5.9
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",18360,en,2009-05-20,Night at the Museum: Battle of the Smithsonian,5.9
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",37842,fr,2009-05-20,Wild Grass,5.8
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",38363,en,2010-05-20,Fair Game,6.5
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",62255,en,2010-05-20,Tracker,6
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",324352,en,2010-05-20,Anderson's Cross,0
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}]",257932,zh,2014-05-20,Dragon Nest: Warriors' Dawn,6.8
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}]",361475,en,2016-05-20,Departure,7.5
"[{""id"": 35, ""name"": ""Comedy""}]",11843,en,1975-05-21,The Return of the Pink Panther,6.7
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",1369,en,1985-05-21,Rambo: First Blood Part II,6.3
"[{""id"": 18, ""name"": ""Drama""}]",91076,en,1998-05-21,Illuminata,6.3
"[{""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",676,en,2001-05-21,Pearl Harbor,6.6
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",11042,fr,2003-05-21,The Barbarian Invasions,6.7
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",217,en,2008-05-21,Indiana Jones and the Kingdom of the Crystal Skull,5.7
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",37903,de,2009-05-21,The White Ribbon,7.2
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",37931,en,2010-05-21,MacGruber,5.1
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}]",37737,en,2010-05-21,Kites,6
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",179144,it,2013-05-21,The Great Beauty,7.3
"[{""id"": 35, ""name"": ""Comedy""}]",232672,en,2014-05-21,Blended,6.6
"[{""id"": 53, ""name"": ""Thriller""}]",334074,en,2015-05-21,Survivor,5.4
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",694,en,1980-05-22,The Shining,8.1
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",25113,en,1981-05-22,The Four Seasons,6.3
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",1103,en,1981-05-22,Escape from New York,6.9
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]",8077,en,1992-05-22,Alien³,6.2
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",954,en,1996-05-22,Mission: Impossible,6.7
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",1878,en,1998-05-22,Fear and Loathing in Las Vegas,7.2
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",979,fr,2002-05-22,Irreversible,7.1
"[{""id"": 18, ""name"": ""Drama""}]",2013,fr,2007-05-22,The Diving Bell and the Butterfly,7.4
"[{""id"": 18, ""name"": ""Drama""}]",8942,en,2008-05-22,Wendy and Lucy,6.4
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",21724,en,2009-05-22,Dance Flick,4.7
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",83770,en,2012-05-22,On the Road,5.5
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}]",188161,en,2014-05-22,A Million Ways to Die in the West,5.8
"[{""id"": 37, ""name"": ""Western""}]",11577,en,1973-05-23,Pat Garrett & Billy the Kid,7.2
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",1892,en,1983-05-23,Return of the Jedi,7.9
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",87,en,1984-05-23,Indiana Jones and the Temple of Doom,7.1
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",9292,en,1991-05-23,Hudson Hawk,5.4
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",330,en,1997-05-23,The Lost World: Jurassic Park,6.2
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",310,en,2003-05-23,Bruce Almighty,6.4
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}]",2011,fr,2007-05-23,Persepolis,7.7
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",38031,en,2010-05-23,You Will Meet a Tall Dark Stranger,5.8
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",41154,en,2012-05-23,Men in Black 3,6.2
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",43839,en,1938-05-24,Alexander's Ragtime Band,4.8
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",707,en,1985-05-24,A View to a Kill,6
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",1370,en,1988-05-24,Rambo III,5.7
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",89,en,1989-05-24,Indiana Jones and the Last Crusade,7.6
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",306,en,1994-05-24,Beverly Hills Cop III,5.5
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",197,en,1995-05-24,Braveheart,7.7
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",25066,en,1995-05-24,Tales from the Hood,5.4
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",11446,en,1995-05-24,Welcome to the Dollhouse,6.9
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",10535,en,1996-05-24,Spy Hard,4.9
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",955,en,2000-05-24,Mission: Impossible II,5.9
"[{""id"": 37, ""name"": ""Western""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",9023,en,2002-05-24,Spirit: Stallion of the Cimarron,7.4
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",320,en,2002-05-24,Insomnia,6.8
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1957,en,2002-05-24,Enough,6.2
"[{""id"": 35, ""name"": ""Comedy""}]",9260,en,2002-05-24,Welcome to Collinwood,6.2
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",36668,en,2006-05-24,X-Men: The Last Stand,6.3
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",1887,en,2006-05-24,Marie Antoinette,6.5
"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",49538,en,2011-05-24,X-Men: First Class,7.1
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",93856,en,2012-05-24,Chernobyl Diaries,4.9
"[{""id"": 18, ""name"": ""Drama""}]",3116,en,1969-05-25,Midnight Cowboy,7.4
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",573,en,1972-05-25,Frenzy,7.1
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",11,en,1977-05-25,Star Wars,8.1
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",348,en,1979-05-25,Alien,7.9
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",196,en,1990-05-25,Back to the Future Part III,7.1
"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]",953,en,2005-05-25,Madagascar,6.6
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",3509,en,2006-05-25,A Scanner Darkly,6.8
"[{""id"": 35, ""name"": ""Comedy""}]",2295,en,2006-05-25,Clerks II,6.9
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2001,en,2007-05-25,We Own the Night,6.5
"[{""id"": 35, ""name"": ""Comedy""}]",10758,en,2007-05-25,Waitress,6.7
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",49444,en,2011-05-25,Kung Fu Panda 2,6.7
"[{""id"": 35, ""name"": ""Comedy""}]",45243,en,2011-05-25,The Hangover Part II,6.2
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",90369,en,2012-05-25,Now Is Good,7.3
"[{""id"": 14, ""name"": ""Fantasy""}]",241259,en,2016-05-25,Alice Through the Looking Glass,6.5
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",68735,en,2016-05-25,Warcraft,6.3
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",9516,en,1993-05-26,Menace II Society,7.2
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",888,en,1994-05-26,The Flintstones,5
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",8839,en,1995-05-26,Casper,6
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}]",8584,en,2000-05-26,Shanghai Noon,6.2
[],325140,en,2000-05-26,Hum To Mohabbat Karega,0
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",435,en,2004-05-26,The Day After Tomorrow,6.2
"[{""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",17577,en,2009-05-26,The Devil's Tomb,4
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",37786,en,2010-05-26,Sex and the City 2,5.4
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",62215,da,2011-05-26,Melancholia,7
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",256092,en,2014-05-26,Drive Hard,3.9
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",59917,en,1970-05-27,Cotton Comes to Harlem,6.7
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",40505,en,1998-05-27,I Got the Hook Up,5.4
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",4599,en,2004-05-27,Raising Helen,5.9
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",1417,es,2006-05-27,Pan's Labyrinth,7.6
"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",137113,en,2014-05-27,Edge of Tomorrow,7.6
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",254128,en,2015-05-27,San Andreas,6
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",222936,en,2015-05-27,Aloha,5.2
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",9350,en,1993-05-28,Cliffhanger,6.1
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",9607,en,1993-05-28,Super Mario Bros.,4
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",688,en,1995-05-28,The Bridges of Madison County,7.3
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",12657,en,2004-05-28,Soul Plane,4.7
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",102651,en,2014-05-28,Maleficent,7
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",24748,en,1963-05-29,Hud,7.5
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",9715,en,1998-05-29,Hope Floats,5.8
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",75656,en,2013-05-29,Now You See Me,7.3
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 99, ""name"": ""Documentary""}, {""id"": 9648, ""name"": ""Mystery""}]",202604,en,2013-05-29,The Vatican Exorcisms,4.4
"[{""id"": 18, ""name"": ""Drama""}]",40494,en,1956-05-30,Trapeze,6.4
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",6978,en,1986-05-30,Big Trouble in Little China,7.1
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",12,en,2003-05-30,Finding Nemo,7.6
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",9654,en,2003-05-30,The Italian Job,6.6
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",9902,en,2003-05-30,Wrong Turn,6
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",11282,en,2004-05-30,Harold & Kumar Go to White Castle,6.6
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",58595,en,2012-05-30,Snow White and the Huntsman,5.8
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}]",70981,en,2012-05-30,Prometheus,6.3
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",82700,en,2013-05-30,After Earth,5
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",77987,en,2013-05-30,Only God Forgives,5.6
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",11176,en,1979-05-31,The Muppet Movie,7
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",157,en,1984-05-31,Star Trek III: The Search for Spock,6.4
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}]",414,en,1995-05-31,Batman Forever,5.2
"[{""id"": 14, ""name"": ""Fantasy""}]",8840,en,1996-05-31,DragonHeart,6.4
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}]",9600,en,2000-05-31,Big Momma's House,5.6
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",14034,en,2001-05-31,What's the Worst That Could Happen?,5.1
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",4614,en,2002-05-31,The Sum of All Fears,5.9
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",12277,en,2002-05-31,Undercover Brother,5.5
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",673,en,2004-05-31,Harry Potter and the Prisoner of Azkaban,7.7
"[{""id"": 10749, ""name"": ""Romance""}]",185008,hi,2013-05-31,Yeh Jawaani Hai Deewani,7.2
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",87499,en,2013-05-31,The East,6.5
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",158015,en,2013-05-31,The Purge,6
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",35073,en,1953-06-13,"The Beast from 20,000 Fathoms",6.7
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",802,en,1962-06-13,Lolita,7.3
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",10724,en,1982-06-13,Firefox,5.5
"[{""id"": 18, ""name"": ""Drama""}]",94072,en,1991-06-13,Straight Out of Brooklyn,4.3
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",1639,en,1997-06-13,Speed 2: Cruise Control,4.1
"[{""id"": 18, ""name"": ""Drama""}]",55306,en,1997-06-13,Ulee's Gold,6.5
"[{""id"": 35, ""name"": ""Comedy""}]",10152,en,2003-06-13,Dumb and Dumberer: When Harry Met Lloyd,4.1
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",20694,en,2003-06-13,Rugrats Go Wild,5.6
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1979,en,2007-06-13,Fantastic 4: Rise of the Silver Surfer,5.4
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",14156,en,2008-06-13,Impact Point,5.7
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",28178,en,2009-06-13,Hachi: A Dog's Tale,7.7
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",80585,en,2012-06-13,Rock of Ages,6
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10751, ""name"": ""Family""}]",59981,en,2013-06-13,Legends of Oz: Dorothy's Return,5.9
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",281730,en,2014-06-13,Fugly,5.3
"[{""id"": 12, ""name"": ""Adventure""}]",8367,en,1991-06-14,Robin Hood: Prince of Thieves,6.6
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",10530,en,1995-06-14,Pocahontas,6.7
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",12100,en,2002-06-14,Windtalkers,5.8
